Time since transaction,Type,USD Amount,Token Amount,ETH amount,USD Price,DATE_URL,DATE6,DATE_URL7,DATE8
3d 11h agoDec 15 07:10:35 AM,Add,-,750.81,0,-,,,https://etherscan.io/tx/0x82934eeaae8b069fb21d4f6f3aa43a2b196cdabbd35e69b56428873845bf1d85,
3d 13h agoDec 15 05:29:47 AM,Sell,50.01,420.67,0.013,$0.12,https://etherscan.io/address/0x98419A2AeD0521EC1934096874F7964B1F39Db13,39Db13,https://etherscan.io/tx/0x2ee6cf3596f1bd53b566c7849801075400b08bf4024e4680a1da1b3fd9d2cff8,
3d 22h agoDec 14 08:34:47 PM,Sell,209.06,"1,724.99",0.05339,$0.12,https://etherscan.io/address/0x110d16292db23bF99Bde9B227ca910B319043349,43349,https://etherscan.io/tx/0xd1be12ea43435488e9955e36eaa7ff2b011a6d351cba081a3cd780e93b8ec2be,
5d 15h agoDec 13 02:46:59 AM,Sell,843.24,"6,899.99",0.2126,$0.12,https://etherscan.io/address/0xf553C63B8c2Add2299f96BEe793780D63Bc7daF9,c7daF9,https://etherscan.io/tx/0xb97895ea5c9ae2c717fb287d08d592c620f7bb35adfc1f8767dfe55bfebb6587,
6d 8h agoDec 12 10:34:35 AM,Sell,957.35,"8,038.12",0.2493,$0.12,https://etherscan.io/address/0x270735e7aFDC9Ef0eE9f3186990fd118e253DcC1,53DcC1,https://etherscan.io/tx/0x66584c567aadba980ff542bfd350626ffd99d9978113ddb2900dc3a77626b591,
6d 17h agoDec 12 01:16:23 AM,Sell,557.8,"4,800.00",0.1497,$0.12,https://etherscan.io/address/0xd60b8d278a98e068eAF3508e95cf1b0089961288,961288,https://etherscan.io/tx/0x5612905e55762a19be39e1fd5afc62a7bd1ffd0deefe7b240882092ed6d7317c,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADgAAAA4CAYAAACohjseAAAACXBIWXMAAC4jAAAuIwF4pT92AAAAGXRFWHRTb2Z0d2FyZQB3d3cuaW5rc2NhcGUub3Jnm+48GgAABP5JREFUaIHtml1sVEUYht/vnO2WAoINNAYQEBMtCdEAgg3Qlq1GhEIw/K1IEDEiYCAI3igEWtYgRGIwkchPFUqIIm0VhKBQsfxIywWBCAgmjRjK34U1KAmBlu6Zeb0p2KC7O+fsbrslfZO52fO938yTM+fMnG9WSOJBltXWA0i2OgDbuzoA27seeEBfWw/g/ySATN/z27NQeoIWGSbA04BkgPRDcAXAaUAqdk56YlfMXKm2Dk796kwQYBGAQQbh5V+/MvjlaAEpAzhhY3WmnW5tF3CCG5/W6vG9c/IvRrqeMlOUbAg6jewHCAGIoa3Buc36aAEpcwfvqnB9RZYO+8cRnAnIcwDsCKEKIjMrl0zcGS1fygG21Ji1O3srR88FsABAz5bXCMw7tGxGSawcKQ14V8NCJZ27hq05FCwHkAWi8uiqOWNNvG0GGKz4tavtT89UfjZ2yfDdLA081hjLM+y9ku7pqmGpRdl37KNF1Sb9JB0wFIJVO/T3ACl5AHMADAHQA0DafaFhANcAnCdwHuBJfadTVfm0R/+Kp/+kAc7Ye/ERpZ0FAswG0NdjGiXACRK7Ldu3fcfEAX+4TZBwwHklp9Ju9OyyCMAKAN0TmDoMYlvZlIFz3ZgSug4GKy5kITOjDFoXJDJvs9IETHdrShhgsOJsNilVAPogWY+1yPduLQkBnLLj5/5iWQcB9klEvghynEZWujXFDTiv5FQauthl1Nrri8RUZ3fPHnLDrSluwD878wPQyUnatGyWACe9+OICnLrt1EBaenE8OUylIWe8+OICDLMpJPo/C3ZSJMILXnyeAcdvOd7fJ5zcWjs9p7UBbTrzydb7ngynN7rexQBxAFJzMqK8WQjUWcDnFBkJstBrP826U/nqmFtejJ4Ax208nG2LfjJKSJOCXbBvfqBOABm/qaoawEgvfTXrb69GT2VDm+Fcao2IjerK/vmBOgAgQJKHosbHakp7/qLwBEjq4dQKEZvS/V7c8MO9hZ8qnBM1PnbzDOhpimoVdXoCQJpFtb9w/f5PSeQDfCHa82og5dXoCrAgdKRTp4dvFpOSazDgQYTe4HVg9ylS4SmmjAFfWrv3IX83HtQKOV478yy2AmCDOOvQFnAAIEkGHLt6Vy/69Oxkb6gji529Oo0AHdt5HpptWAWXHl6dRoPWSvU1raUnSZ4BzdZBOrfiXMdArUitLlGrA1qp3S69/vw1pVleAI3uIB11AuJpT1BL4jsLPGr5pebHpbOuA0BB6IiPcvk0zI7IAAC2kmcAHHA7AKOyoQhk9MrSMyCeMshZD8EWS1lfHnr/tfORgkaHtuQLrSqYv8k/ObLy9bcNY+/JuC4aKNo6guBhAJFKdxcBrLpud/viXPG0JpOc+UVbFwv4sdlQcdWyrw44XFzsGMYDcFn4zVuxKSC0tgIY0OLnOoisvl3PbSc3zw276RwA8pd/VgQwZBYtU39a9eY3bvK7rmwXhEK+cFNWngXpo4lLNen1NSwu1q6S3KfcZZvfEHA9gIwYoed6XegxuLx8mvHeNGWOz3Lf3ZgN6FIIRkQNFE6vXrOwzDRvyvyNpPrDt2pr1i4YpclJ1Dwd6dsQitlu8qbMGT0AkCCw8FsR7Bn1zroAxZpFYBL+PcRpsKj3uMmZMlM0koLBCvta78tDlWUNt4Bjx9ct+cWNP+UB41XKPIPJUgdge1cHYHtXB2B71z8SjtJjoLdWewAAAABJRU5ErkJggg=="
7d 1h agoDec 11 05:05:23 PM,Buy,"1,828.90","16,012",0.5,$0.11,https://etherscan.io/address/0xcA74F404E0C7bfA35B13B511097df966D5a65597,a65597,https://etherscan.io/tx/0xf62c14f407fd9cda7ddeb783153868b5c0ebb55c5472bee29a370d6604358e27,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADgAAAA4CAYAAACohjseAAAACXBIWXMAAC4jAAAuIwF4pT92AAAAGXRFWHRTb2Z0d2FyZQB3d3cuaW5rc2NhcGUub3Jnm+48GgAABP5JREFUaIHtml1sVEUYht/vnO2WAoINNAYQEBMtCdEAgg3Qlq1GhEIw/K1IEDEiYCAI3igEWtYgRGIwkchPFUqIIm0VhKBQsfxIywWBCAgmjRjK34U1KAmBlu6Zeb0p2KC7O+fsbrslfZO52fO938yTM+fMnG9WSOJBltXWA0i2OgDbuzoA27seeEBfWw/g/ySATN/z27NQeoIWGSbA04BkgPRDcAXAaUAqdk56YlfMXKm2Dk796kwQYBGAQQbh5V+/MvjlaAEpAzhhY3WmnW5tF3CCG5/W6vG9c/IvRrqeMlOUbAg6jewHCAGIoa3Buc36aAEpcwfvqnB9RZYO+8cRnAnIcwDsCKEKIjMrl0zcGS1fygG21Ji1O3srR88FsABAz5bXCMw7tGxGSawcKQ14V8NCJZ27hq05FCwHkAWi8uiqOWNNvG0GGKz4tavtT89UfjZ2yfDdLA081hjLM+y9ku7pqmGpRdl37KNF1Sb9JB0wFIJVO/T3ACl5AHMADAHQA0DafaFhANcAnCdwHuBJfadTVfm0R/+Kp/+kAc7Ye/ERpZ0FAswG0NdjGiXACRK7Ldu3fcfEAX+4TZBwwHklp9Ju9OyyCMAKAN0TmDoMYlvZlIFz3ZgSug4GKy5kITOjDFoXJDJvs9IETHdrShhgsOJsNilVAPogWY+1yPduLQkBnLLj5/5iWQcB9klEvghynEZWujXFDTiv5FQauthl1Nrri8RUZ3fPHnLDrSluwD878wPQyUnatGyWACe9+OICnLrt1EBaenE8OUylIWe8+OICDLMpJPo/C3ZSJMILXnyeAcdvOd7fJ5zcWjs9p7UBbTrzydb7ngynN7rexQBxAFJzMqK8WQjUWcDnFBkJstBrP826U/nqmFtejJ4Ax208nG2LfjJKSJOCXbBvfqBOABm/qaoawEgvfTXrb69GT2VDm+Fcao2IjerK/vmBOgAgQJKHosbHakp7/qLwBEjq4dQKEZvS/V7c8MO9hZ8qnBM1PnbzDOhpimoVdXoCQJpFtb9w/f5PSeQDfCHa82og5dXoCrAgdKRTp4dvFpOSazDgQYTe4HVg9ylS4SmmjAFfWrv3IX83HtQKOV478yy2AmCDOOvQFnAAIEkGHLt6Vy/69Oxkb6gji529Oo0AHdt5HpptWAWXHl6dRoPWSvU1raUnSZ4BzdZBOrfiXMdArUitLlGrA1qp3S69/vw1pVleAI3uIB11AuJpT1BL4jsLPGr5pebHpbOuA0BB6IiPcvk0zI7IAAC2kmcAHHA7AKOyoQhk9MrSMyCeMshZD8EWS1lfHnr/tfORgkaHtuQLrSqYv8k/ObLy9bcNY+/JuC4aKNo6guBhAJFKdxcBrLpud/viXPG0JpOc+UVbFwv4sdlQcdWyrw44XFzsGMYDcFn4zVuxKSC0tgIY0OLnOoisvl3PbSc3zw276RwA8pd/VgQwZBYtU39a9eY3bvK7rmwXhEK+cFNWngXpo4lLNen1NSwu1q6S3KfcZZvfEHA9gIwYoed6XegxuLx8mvHeNGWOz3Lf3ZgN6FIIRkQNFE6vXrOwzDRvyvyNpPrDt2pr1i4YpclJ1Dwd6dsQitlu8qbMGT0AkCCw8FsR7Bn1zroAxZpFYBL+PcRpsKj3uMmZMlM0koLBCvta78tDlWUNt4Bjx9ct+cWNP+UB41XKPIPJUgdge1cHYHtXB2B71z8SjtJjoLdWewAAAABJRU5ErkJggg=="
7d 2h agoDec 11 04:28:59 PM,Sell,192.79,"1,711.19",0.05278,$0.11,https://etherscan.io/address/0xBf08E006b71b61e69b0f260a69914AFB9A4faF20,4faF20,https://etherscan.io/tx/0x675caa4928e785badac3c171753e3fa02d3a64719e10b201d8d02d9027781eeb,
7d 3h agoDec 11 02:55:47 PM,Sell,"1,372.74","12,074",0.3746,$0.11,https://etherscan.io/address/0x3cd3478aE3eb19A0D60251b9dfB4c873DB3a9Ff7,3a9Ff7,https://etherscan.io/tx/0xd3fea7b55bfb2ff9dc0ffa8662fae8f3dee640c0eaaff16f0f364f28293b4f0d,
7d 7h agoDec 11 11:28:47 AM,Buy,"2,892.57","25,780",0.8,$0.11,https://etherscan.io/address/0xcA74F404E0C7bfA35B13B511097df966D5a65597,a65597,https://etherscan.io/tx/0x56cd1a411a0342173e1760996cbaa179f7e1587ca3db00b9701d3301afd8a357,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADgAAAA4CAYAAACohjseAAAACXBIWXMAAC4jAAAuIwF4pT92AAAAGXRFWHRTb2Z0d2FyZQB3d3cuaW5rc2NhcGUub3Jnm+48GgAABP5JREFUaIHtml1sVEUYht/vnO2WAoINNAYQEBMtCdEAgg3Qlq1GhEIw/K1IEDEiYCAI3igEWtYgRGIwkchPFUqIIm0VhKBQsfxIywWBCAgmjRjK34U1KAmBlu6Zeb0p2KC7O+fsbrslfZO52fO938yTM+fMnG9WSOJBltXWA0i2OgDbuzoA27seeEBfWw/g/ySATN/z27NQeoIWGSbA04BkgPRDcAXAaUAqdk56YlfMXKm2Dk796kwQYBGAQQbh5V+/MvjlaAEpAzhhY3WmnW5tF3CCG5/W6vG9c/IvRrqeMlOUbAg6jewHCAGIoa3Buc36aAEpcwfvqnB9RZYO+8cRnAnIcwDsCKEKIjMrl0zcGS1fygG21Ji1O3srR88FsABAz5bXCMw7tGxGSawcKQ14V8NCJZ27hq05FCwHkAWi8uiqOWNNvG0GGKz4tavtT89UfjZ2yfDdLA081hjLM+y9ku7pqmGpRdl37KNF1Sb9JB0wFIJVO/T3ACl5AHMADAHQA0DafaFhANcAnCdwHuBJfadTVfm0R/+Kp/+kAc7Ye/ERpZ0FAswG0NdjGiXACRK7Ldu3fcfEAX+4TZBwwHklp9Ju9OyyCMAKAN0TmDoMYlvZlIFz3ZgSug4GKy5kITOjDFoXJDJvs9IETHdrShhgsOJsNilVAPogWY+1yPduLQkBnLLj5/5iWQcB9klEvghynEZWujXFDTiv5FQauthl1Nrri8RUZ3fPHnLDrSluwD878wPQyUnatGyWACe9+OICnLrt1EBaenE8OUylIWe8+OICDLMpJPo/C3ZSJMILXnyeAcdvOd7fJ5zcWjs9p7UBbTrzydb7ngynN7rexQBxAFJzMqK8WQjUWcDnFBkJstBrP826U/nqmFtejJ4Ax208nG2LfjJKSJOCXbBvfqBOABm/qaoawEgvfTXrb69GT2VDm+Fcao2IjerK/vmBOgAgQJKHosbHakp7/qLwBEjq4dQKEZvS/V7c8MO9hZ8qnBM1PnbzDOhpimoVdXoCQJpFtb9w/f5PSeQDfCHa82og5dXoCrAgdKRTp4dvFpOSazDgQYTe4HVg9ylS4SmmjAFfWrv3IX83HtQKOV478yy2AmCDOOvQFnAAIEkGHLt6Vy/69Oxkb6gji529Oo0AHdt5HpptWAWXHl6dRoPWSvU1raUnSZ4BzdZBOrfiXMdArUitLlGrA1qp3S69/vw1pVleAI3uIB11AuJpT1BL4jsLPGr5pebHpbOuA0BB6IiPcvk0zI7IAAC2kmcAHHA7AKOyoQhk9MrSMyCeMshZD8EWS1lfHnr/tfORgkaHtuQLrSqYv8k/ObLy9bcNY+/JuC4aKNo6guBhAJFKdxcBrLpud/viXPG0JpOc+UVbFwv4sdlQcdWyrw44XFzsGMYDcFn4zVuxKSC0tgIY0OLnOoisvl3PbSc3zw276RwA8pd/VgQwZBYtU39a9eY3bvK7rmwXhEK+cFNWngXpo4lLNen1NSwu1q6S3KfcZZvfEHA9gIwYoed6XegxuLx8mvHeNGWOz3Lf3ZgN6FIIRkQNFE6vXrOwzDRvyvyNpPrDt2pr1i4YpclJ1Dwd6dsQitlu8qbMGT0AkCCw8FsR7Bn1zroAxZpFYBL+PcRpsKj3uMmZMlM0koLBCvta78tDlWUNt4Bjx9ct+cWNP+UB41XKPIPJUgdge1cHYHtXB2B71z8SjtJjoLdWewAAAABJRU5ErkJggg=="
7d 20h agoDec 10 10:44:47 PM,Sell,457.31,"4,000.00",0.1222,$0.11,https://etherscan.io/address/0xd60b8d278a98e068eAF3508e95cf1b0089961288,961288,https://etherscan.io/tx/0x45d00804ddf4cf019810e65ec186047828a662d3719fbb9e06654d6eaad5bc09,
7d 22h agoDec 10 08:39:35 PM,Sell,"2,316.14","20,000",0.6174,$0.12,https://etherscan.io/address/0xB0D08Ea78D4Aa351d31e35e7C1A500570fad554b,ad554b,https://etherscan.io/tx/0xd3873e9b72658221e726fda5d701617f841af5374b7f6e454a96298a440c350e,
8d agoDec 10 06:04:35 PM,Add,-,"999,999",1.09,-,,,https://etherscan.io/tx/0xb66354ead78e9ffbfb143901371249859f83e3a9f882bc47bb8797753eb13f6a,
8d agoDec 10 06:01:59 PM,Remove,-,"1,005,439",0,-,,,https://etherscan.io/tx/0x3f83160d1da50ccf473adf913f7ab506ef41c21ff9006e1a401be6c5928b5f69,
9d 3h agoDec 9 03:33:23 PM,Sell,263.4,"2,138.42",0.06711,$0.12,https://etherscan.io/address/0xEC8b6b6ee8dC5c6631747BDC6b1400Aff08829fD,8829fD,https://etherscan.io/tx/0x3c8151dd43a61c76ca777439d2417211d73c11bec7011275e5b64b9e766bf1c9,
9d 7h agoDec 9 11:13:11 AM,Sell,216.87,"1,724.99",0.05427,$0.13,https://etherscan.io/address/0x24344dE334423FE32044BCD2AAc9db832F6eeAc7,6eeAc7,https://etherscan.io/tx/0x7ef6afd38748a62a70136b61ab3a7348b5e1f8f37f6ae04be5fddf7d8fcdc5d5,
9d 9h agoDec 9 09:32:23 AM,Remove,-,"402,442",0,-,https://etherscan.io/address/0x387a161C6b25aA854100aBaED39274e51aaffffd,affffd,https://etherscan.io/tx/0xc8b9bd979e573fa3b2c629cb75f2f38a7194b71ac58624401d2f683b642f63ef,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADgAAAA4CAYAAACohjseAAAACXBIWXMAAC4jAAAuIwF4pT92AAAAGXRFWHRTb2Z0d2FyZQB3d3cuaW5rc2NhcGUub3Jnm+48GgAABKhJREFUaIHtmmtom1UYx//Pm6aXNTed04lVN+elkyZNsR+0boIwoVVnFeflowwRRRRHhYIzvnvT1iIKxSEOiyL6ZeBAYcOBl87bnLj1g0lLV0XBaTeply5Z0jXtkvP4YQw07XvtOZFIf9+S8zzP+f85yXvOeXiJmfF/RvuvBahmxWC1s2Kw2jE1mDFit80MRK+spBgVmBr0Ab/7SnQ8m4z1wqCqXWmy2gezydhPAK4h8GHStEeDz6e+r5w0OVivDPMhAGDQJiF49Exf68MVUSURS4NMNPGPjwFm3ps1Ym/AaKlVrEsadit4YtF3hMeypH2dMdrWKdIkFUuDBO1nk6F2otLR00Z8k3xJcrE06AOmLIbXaCQ+ySajD0nWJBXrn2itz+6qUQ/Q3kyydZc0RZKxNKhxocZBDSKwnjVib2G43S9JlzQsDRbY58TgeQjbM9Pn3oexvn7ZqiRiabCWEXBTjJjvzmrBD6aGOhqWJ0selgaLgq53XZHRGcrlP5oxrgt5ViURm20CzV6KMrDZRw0jucGNq73JkofdIfoGz5UJeVqo9XnOl4TdQ+QWL0WZaXeEL+6B/lnRLvYPoyVQB6wl0KUCWDgH/6lLbrx2Gg+8V/Iydzmmt4lsf3QDBP3otiAzXovo6aesYjJ98TYS4kEQdQLcCoDKQgoMjBBwgFjsC+njM251XMDUYKav9RliHnJVjLA/lBi7F1i6aMZoiWuaZjBjKxabMiMDwku5QODVph1H5tzoASz+gyTEGgBuCv7Cfjxiai4Z7SHSjjHjHjg3BwARMAaDuVwq19/q+plgeeGdGupoCJ7J3wrCFgBbANxkFstM3RE9tX/RwHC7P/vb/LsgknGXPA2mbWE9dchpgqXBcrL90Q0kqFMAXQTcDmDV+Sr4NJxI37FkjtG6B8SPO57EngVi3BfS0wedBLsy+C+M9fVZCmwmUBcR9gUT6W/KQzLJaA+BXvE2gSVnmXBnJJH+wi7Qu0Eb/hqIX1FTEj/gwirLZ1YQdV2USH1lFaSsW+Yvll6EOnMA0Kgx78/0xdusgpSs4KzRsrZI2klUprF8PMxjLdBZLDWoRECRtG5VtZdgYwbxq8wGlYhgYKuKuiYU8qGGabNBJQZpOYd0t3MR91qdcBQYJALQJL/uIgoMbA8lxnZbBTlvSTjFWFcHgtq2BeFzTeCJoJ6etA1V8RTNJmN5AI2Sy86DcACC9rg5qslfQQAA/QmwN4OEg8x0jMD1AAkiPiUEj8+h7ujlL4yedVtOkUExCtDVXjJJYDKsp3aVfx/xqETNXkX08TKypWpSs9Fr2ocAFrzkCkJOphYlBlfv/O4kgHc8JZP7NokVyo5T7CsOAJh3m1cjSqMydSgzGNk5cQKEp12m/RrQxyfsw5yj9EAcTqSHwfym03hmvC1bg/ITfxj8JAhO2gt5v59flz2/+iuNPr6QCwS2ARixjCMMND43Znor8EpF7mxNO47MFVZRN4EPm4R8GW5uflnF3BV7weeyZ1OzRS7cBeDbsqFJjWvvl9WqL0dZ08mMqaGOhkButpcgbgZrY4TS4HJa83ZU3GClqdp30JyyYrDaWTFY7fwNGKGFs57j3qwAAAAASUVORK5CYII="
9d 9h agoDec 9 09:25:59 AM,Add,-,"999,999",0.1709,-,,,https://etherscan.io/tx/0x1a37576ae4b2daf576c93b96798a1b06971f9ab218de507f4d38e643ddba85d0,
9d 9h agoDec 9 09:20:23 AM,Remove,-,"1,067,094",0,-,,,https://etherscan.io/tx/0x5ab6431ca7e7e2fc8023384d6efd75faac3c1b2e4489a25f31fc405d094700ad,
9d 19h agoDec 8 11:36:11 PM,Sell,385.64,"3,065.48",0.09707,$0.13,https://etherscan.io/address/0x9C37C07ce7D39775643d4587DE9ef7bB28985Dfb,985Dfb,https://etherscan.io/tx/0x0fd031191f45bf5e47c8971ba6976a8f8ac7326a440a2a5feab3cb87665efad4,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADgAAAA4CAYAAACohjseAAAACXBIWXMAAC4jAAAuIwF4pT92AAAAGXRFWHRTb2Z0d2FyZQB3d3cuaW5rc2NhcGUub3Jnm+48GgAABKhJREFUaIHtmmtom1UYx//Pm6aXNTed04lVN+elkyZNsR+0boIwoVVnFeflowwRRRRHhYIzvnvT1iIKxSEOiyL6ZeBAYcOBl87bnLj1g0lLV0XBaTeply5Z0jXtkvP4YQw07XvtOZFIf9+S8zzP+f85yXvOeXiJmfF/RvuvBahmxWC1s2Kw2jE1mDFit80MRK+spBgVmBr0Ab/7SnQ8m4z1wqCqXWmy2gezydhPAK4h8GHStEeDz6e+r5w0OVivDPMhAGDQJiF49Exf68MVUSURS4NMNPGPjwFm3ps1Ym/AaKlVrEsadit4YtF3hMeypH2dMdrWKdIkFUuDBO1nk6F2otLR00Z8k3xJcrE06AOmLIbXaCQ+ySajD0nWJBXrn2itz+6qUQ/Q3kyydZc0RZKxNKhxocZBDSKwnjVib2G43S9JlzQsDRbY58TgeQjbM9Pn3oexvn7ZqiRiabCWEXBTjJjvzmrBD6aGOhqWJ0selgaLgq53XZHRGcrlP5oxrgt5ViURm20CzV6KMrDZRw0jucGNq73JkofdIfoGz5UJeVqo9XnOl4TdQ+QWL0WZaXeEL+6B/lnRLvYPoyVQB6wl0KUCWDgH/6lLbrx2Gg+8V/Iydzmmt4lsf3QDBP3otiAzXovo6aesYjJ98TYS4kEQdQLcCoDKQgoMjBBwgFjsC+njM251XMDUYKav9RliHnJVjLA/lBi7F1i6aMZoiWuaZjBjKxabMiMDwku5QODVph1H5tzoASz+gyTEGgBuCv7Cfjxiai4Z7SHSjjHjHjg3BwARMAaDuVwq19/q+plgeeGdGupoCJ7J3wrCFgBbANxkFstM3RE9tX/RwHC7P/vb/LsgknGXPA2mbWE9dchpgqXBcrL90Q0kqFMAXQTcDmDV+Sr4NJxI37FkjtG6B8SPO57EngVi3BfS0wedBLsy+C+M9fVZCmwmUBcR9gUT6W/KQzLJaA+BXvE2gSVnmXBnJJH+wi7Qu0Eb/hqIX1FTEj/gwirLZ1YQdV2USH1lFaSsW+Yvll6EOnMA0Kgx78/0xdusgpSs4KzRsrZI2klUprF8PMxjLdBZLDWoRECRtG5VtZdgYwbxq8wGlYhgYKuKuiYU8qGGabNBJQZpOYd0t3MR91qdcBQYJALQJL/uIgoMbA8lxnZbBTlvSTjFWFcHgtq2BeFzTeCJoJ6etA1V8RTNJmN5AI2Sy86DcACC9rg5qslfQQAA/QmwN4OEg8x0jMD1AAkiPiUEj8+h7ujlL4yedVtOkUExCtDVXjJJYDKsp3aVfx/xqETNXkX08TKypWpSs9Fr2ocAFrzkCkJOphYlBlfv/O4kgHc8JZP7NokVyo5T7CsOAJh3m1cjSqMydSgzGNk5cQKEp12m/RrQxyfsw5yj9EAcTqSHwfym03hmvC1bg/ITfxj8JAhO2gt5v59flz2/+iuNPr6QCwS2ARixjCMMND43Znor8EpF7mxNO47MFVZRN4EPm4R8GW5uflnF3BV7weeyZ1OzRS7cBeDbsqFJjWvvl9WqL0dZ08mMqaGOhkButpcgbgZrY4TS4HJa83ZU3GClqdp30JyyYrDaWTFY7fwNGKGFs57j3qwAAAAASUVORK5CYII="
10d 9h agoDec 8 08:49:47 AM,Sell,"1,725.04","13,231",0.4306,$0.13,https://etherscan.io/address/0x4c5f5fe036e1Ce48aA12D42A56182FE61d764a14,764a14,https://etherscan.io/tx/0xe617bb4da0df4a50b3a5ae4b04eafe1f9a7feadc6a2e6953c05096e3c8a7680b,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADgAAAA4CAYAAACohjseAAAACXBIWXMAAC4jAAAuIwF4pT92AAAAGXRFWHRTb2Z0d2FyZQB3d3cuaW5rc2NhcGUub3Jnm+48GgAABP5JREFUaIHtml1sVEUYht/vnO2WAoINNAYQEBMtCdEAgg3Qlq1GhEIw/K1IEDEiYCAI3igEWtYgRGIwkchPFUqIIm0VhKBQsfxIywWBCAgmjRjK34U1KAmBlu6Zeb0p2KC7O+fsbrslfZO52fO938yTM+fMnG9WSOJBltXWA0i2OgDbuzoA27seeEBfWw/g/ySATN/z27NQeoIWGSbA04BkgPRDcAXAaUAqdk56YlfMXKm2Dk796kwQYBGAQQbh5V+/MvjlaAEpAzhhY3WmnW5tF3CCG5/W6vG9c/IvRrqeMlOUbAg6jewHCAGIoa3Buc36aAEpcwfvqnB9RZYO+8cRnAnIcwDsCKEKIjMrl0zcGS1fygG21Ji1O3srR88FsABAz5bXCMw7tGxGSawcKQ14V8NCJZ27hq05FCwHkAWi8uiqOWNNvG0GGKz4tavtT89UfjZ2yfDdLA081hjLM+y9ku7pqmGpRdl37KNF1Sb9JB0wFIJVO/T3ACl5AHMADAHQA0DafaFhANcAnCdwHuBJfadTVfm0R/+Kp/+kAc7Ye/ERpZ0FAswG0NdjGiXACRK7Ldu3fcfEAX+4TZBwwHklp9Ju9OyyCMAKAN0TmDoMYlvZlIFz3ZgSug4GKy5kITOjDFoXJDJvs9IETHdrShhgsOJsNilVAPogWY+1yPduLQkBnLLj5/5iWQcB9klEvghynEZWujXFDTiv5FQauthl1Nrri8RUZ3fPHnLDrSluwD878wPQyUnatGyWACe9+OICnLrt1EBaenE8OUylIWe8+OICDLMpJPo/C3ZSJMILXnyeAcdvOd7fJ5zcWjs9p7UBbTrzydb7ngynN7rexQBxAFJzMqK8WQjUWcDnFBkJstBrP826U/nqmFtejJ4Ax208nG2LfjJKSJOCXbBvfqBOABm/qaoawEgvfTXrb69GT2VDm+Fcao2IjerK/vmBOgAgQJKHosbHakp7/qLwBEjq4dQKEZvS/V7c8MO9hZ8qnBM1PnbzDOhpimoVdXoCQJpFtb9w/f5PSeQDfCHa82og5dXoCrAgdKRTp4dvFpOSazDgQYTe4HVg9ylS4SmmjAFfWrv3IX83HtQKOV478yy2AmCDOOvQFnAAIEkGHLt6Vy/69Oxkb6gji529Oo0AHdt5HpptWAWXHl6dRoPWSvU1raUnSZ4BzdZBOrfiXMdArUitLlGrA1qp3S69/vw1pVleAI3uIB11AuJpT1BL4jsLPGr5pebHpbOuA0BB6IiPcvk0zI7IAAC2kmcAHHA7AKOyoQhk9MrSMyCeMshZD8EWS1lfHnr/tfORgkaHtuQLrSqYv8k/ObLy9bcNY+/JuC4aKNo6guBhAJFKdxcBrLpud/viXPG0JpOc+UVbFwv4sdlQcdWyrw44XFzsGMYDcFn4zVuxKSC0tgIY0OLnOoisvl3PbSc3zw276RwA8pd/VgQwZBYtU39a9eY3bvK7rmwXhEK+cFNWngXpo4lLNen1NSwu1q6S3KfcZZvfEHA9gIwYoed6XegxuLx8mvHeNGWOz3Lf3ZgN6FIIRkQNFE6vXrOwzDRvyvyNpPrDt2pr1i4YpclJ1Dwd6dsQitlu8qbMGT0AkCCw8FsR7Bn1zroAxZpFYBL+PcRpsKj3uMmZMlM0koLBCvta78tDlWUNt4Bjx9ct+cWNP+UB41XKPIPJUgdge1cHYHtXB2B71z8SjtJjoLdWewAAAABJRU5ErkJggg=="
10d 17h agoDec 8 01:34:59 AM,Buy,"1,184.58","9,006.36",0.2968,$0.13,https://etherscan.io/address/0xC7899Ff6A3aC2FF59261bD960A8C880DF06E1041,6E1041,https://etherscan.io/tx/0xa2e10bd8d524d22c8068d99c3168b686677fd02778919b9a0d4d8cc82dd3ee1c,
11d 18h agoDec 7 12:40:23 AM,Buy,385.45,"3,065.48",0.09912,$0.13,https://etherscan.io/address/0x9C37C07ce7D39775643d4587DE9ef7bB28985Dfb,985Dfb,https://etherscan.io/tx/0x78b7b7bd545dd413c4c032b44d9e9a9dc3ae221a207d382f84faf4a0b23036d2,
